Flight_ID,Airline,Source,Destination,Departure_Date,Departure_Time,Arrival_Time,Duration,Total_Stops,Distance_km,Travel_Class,Days_Before_Departure,Season,Weekday,Aircraft_Type,Booking_Channel,Passenger_Count,Price
FL180112,Vistara,AMD,Delhi Airport,2025-08-03,09:10,10:41,,0,800.5,First,14,Monsoon,,Airbus A320,Airport Counter,1,19556.36
FL182873,Air India,,Kolkata,2025-09-10,09:50,12:07 PM,2h 17m,0,1396.0,Business,171,Monsoon,Wednesday,Airbus A321,Mobile App,2,
FL163509,Thai Airways,Sydney Airport,Frankfurt,,5:50 AM,6:42 AM,24h 53m,2 stops,17024.5,Economy,44,Summer,Saturday,Boeing 787 Dreamliner,Mobile App,2,129091.28
FL167687,Etihad Airways,PNQ,Sydney,,15:15,6:44 AM,15h 30m,1,,Economy,18,Monsoon,Sunday,Airbus A380,Website,2,146545.8
FL197043,Qatar Airways,,Pune,2026-05-03,9:05 PM,08:55,11h 51m,,7484.9,Economy,73,Summer,Sunday,Airbus A380,Website,1,68291.45
FL140454,GoFirst,Jaipur,Mumbai Airport,2025-03-22,17:20,8:40 PM,3h 21m,1,991.9,Economy,7,Summer,Saturday,Boeing 737,Website,5,7962.4
FL174652,Emirates,DOH,Frankfurt,2025-03-14,07:05,13:36,6h 32m,0,4701.9 km,Economy,97,Summer,Friday,Boeing 777,Mobile App,1,63040.0
FL178165,,New York,Doha,2026-10-18,22:15,2:32 PM,16h 18m,1 stop,11389.6,Economy,76,Autumn,Sunday,Boeing 777,Mobile App,,118443.61
FL154502,QATAR AIRWAYS,Frankfurt,Goa Airport,2026-11-04,15:30,02:08,,1,7043.5 km,Economy,4,Autumn,Wednesday,,Website,2,99376.43
FL109244,SINGAPORE AIRLINES,Jaipur Airport,Dubai,2026-03-23,07:10,10:28,3h 18m,0,2185.4,Economy,58,Summer,Monday,Airbus A380,Mobile App,4,27245.64
FL111960,Lufthansa,Hyderabad Airport,London Airport,2025-06-29,08:25,20:28,12h 03m,1 stop,8195.1,Economy,41,Monsoon,Sunday,Boeing 787 Dreamliner,Third-Party,1,75817.48
FL160857,Lufthansa,SYD,Jaipur Airport,2026-11-30,11:00,1:26 AM,14h 27m,non-stop,10877.7,,37,Autumn,Monday,Airbus A320,,1,"Rs. 125,260.23"
FL135317,Thai Airways,Pune,Sydney,2025-06-18,1:35 AM,15:55,14h 20m,non-stop,10791.5,,3,Monsoon,Wednesday,Boeing 777,Mobile App,2,200000
FL124900,Etihad Airways,Bangalore,SIN,2025-11-07,6:55 PM,2:51 AM,477 min,2,3308.9,Economy,30,Autumn,Friday,Airbus A320,Website,4,20325.88
FL163908,LUFTHANSA,Dubai,Sydney,2026-01-06,2:50 AM,8:59 PM,18h 10m,1,12743.9,Economy,28,Winter,Tuesday,Boeing 787 Dreamliner,Website,1,"Rs. 117,864.82"
FL151886,GoFirst,Jaipur Airport,GOI,2026-08-06,13:05,4:51 PM,3h 46m,1 stop,1342.6,Premium Economy,3,Monsoon,Thursday,Airbus A320,Mobile App,5,11297.25
FL101321,air india,Doha Airport,New York,2026-02-11,17:55,10:10 AM,16h 15m,1,11443.8,Economy,1,Winter,Wednesday,Airbus A350,Website,four,116462.08
FL137131,British Airways,,Bangalore,2025-02-18,11:20 AM,,757 min,non-stop,9450.2,Economy,34,Winter,Tuesday,Airbus A380,Website,1,106439.18
FL169696,Lufthansa,Chennai,New York,2025-07-22,10:20,04:17,17h 57m,non-stop,13614.6,Premium Economy,3,Monsoon,Tuesday,Airbus A380,Website,2,200000
FL101057,Emirates,HYD,Doha,2025-01-08,,15:57,4h 22m,non-stop,3018.3,Business,5,Winter,Wednesday,Boeing 777,Third-Party,1,161781.91
FL190205,GoFirst,Bangalore,HYD,2026-06-07,3:15 PM,4:25 PM,1h 10m,non-stop,520.6,Economy,7,Monsoon,Sunday,Boeing 737,Travel Agent,4,3804.67
FL167260,air india,Chennai,Jaipur Airport,2026-02-24,21:20,11:57 PM,2h 38m,non-stop,1660.8,Economy,3,Winter,Tuesday,ATR 72,Third-Party,1,16482.62
FL150916,Emirates,Jaipur,,2026-05-16,13:05,07:21,18h 16m,1 stop,12623.1,,38,Summer,Saturday,Airbus A350,Airport Counter,3,132800.63
FL163850,lufthansa,Kolkata,Sydney,2025-01-20,12:15 AM,2:39 PM,14h 24m,1,9680.6,Economy,152,Winter,Monday,Airbus A350,Mobile App,1,112991.11
FL141689,Qatar Airways,Jaipur,Sydney Airport,2026-12-11,09:05,01:36,16h 31m,,11260.7,Economy,2,Winter,Friday,Airbus A380,Mobile App,1,200000
FL111607,Air India,BKK,Sydney,2026-09-29,6:05 PM,4:41 AM,10h 37m,0,7886.0,Economy,14,Monsoon,Tuesday,,Mobile App,4,
FL163209,Emirates,Pune,London,2025-06-15,5:15 PM,3:15 AM,601 min,,7422.2,Business,36,Monsoon,Sunday,Boeing 787 Dreamliner,Third-Party,1,173531.36
FL189883,Air India,Mumbai Airport,Ahmedabad,,02:10,03:14,1h 04m,non-stop,444.4,Economy,11,Summer,Sunday,Airbus A321,Mobile App,3,2878.35
FL148703,Emirates,MAA,,2025-01-10,13:20,17:36,257 min,0,,Economy,1,Winter,Friday,Boeing 787 Dreamliner,Mobile App,1,55882.37
FL154285,Air India,Bangalore Airport,Bangkok,2026-05-03,22:25,04:28,6h 03m,2,2581.7,Economy,7,Summer,Sunday,Airbus A380,Mobile App,1,21176.65
FL186754,thai airways,Doha,,2025-04-09,1:35 PM,18:58,5.38,1 stop,2628.4,Economy,169,Summer,Wednesday,Boeing 787 Dreamliner,Third-Party,2,29133.2
FL181938,Air India,Sydney,BLR,2025-07-16,3:15 PM,05:56,,1,10070.2,Economy,19,Monsoon,Wednesday,Boeing 787 Dreamliner,Third-Party,1,87994.12
FL167383,British Airways,Delhi,JFK,2025-03-20,07:45,01:49,18.08,,12040.0,Economy,6,Summer,Thursday,Boeing 777,Mobile App,2,101257.56
FL100229,Indigo,CCU,Mumbai,2025-09-21,11:00,15:01,4h 01m,1,1683.4,Economy,26,Monsoon,Sunday,ATR 72,Website,4,8458.77
FL186662,Indigo,Bangalore Airport,BOM,2026-03-07,10:00 AM,12:51,2.86,1,873.5,Economy,83,Summer,Saturday,Airbus A321,Airport Counter,3,3727.2
FL144960,Lufthansa,Sydney,Jaipur Airport,2026-09-10,12:45 AM,17:21,16h 36m,1,11223.6,,50,Monsoon,Thursday,Airbus A320,Third-Party,4,116835.16
FL106994,Thai Airways,Jaipur,Dubai Airport,2026-10-22,12:30,17:04,4h 35m,1 stop,2195.0,Premium Economy,71,Autumn,Thursday,Boeing 777,Mobile App,5,20388.19
FL179036,Singapore Airlines,London,Hyderabad,2026-10-11,6:35 PM,08:14,820 min,2,,Economy,31,Autumn,Sunday,Boeing 787 Dreamliner,Website,5,60822.1
FL132909,british airways,Hyderabad,Singapore,2025-02-05,6:35 AM,11:36,5h 02m,0,3531.1,Premium Economy,113,Winter,Wednesday,Airbus A350,Third-Party,6,67851.25
FL135599,,Jaipur,Frankfurt,,01:55,13:40,11h 45m,2,6301.5,Economy,41,Winter,Monday,Airbus A320,Mobile App,2,39409.91
FL110465,Thai Airways,LHR,BOM,2025-11-02,8:00 AM,7:44 PM,11h 44m,1,7493.9,Economy,45,Autumn,Sunday,Airbus A380,Mobile App,2,68290.58
FL130303,LUFTHANSA,Mumbai,SIN,2026-02-21,22:20,04:59,6.66,1,3907.3,First,2,Winter,Saturday,Airbus A350,Website,2,200000
FL173967,Thai Airways,Kolkata,SYD,2025-08-02,21:35,12:47,15h 13m,2 stops,9772.4,First,12,Monsoon,Saturday,Boeing 787 Dreamliner,Travel Agent,1,200000
FL166113,AirAsia India,Mumbai,Goa,2025-05-25,5:10 PM,21:19,4.17,2 stops,455.1 km,Business,3,Summer,Sunday,Airbus A320,Website,3,12343.88
FL132614,Qatar Airways,BOM,London,2025-03-04,,18:58,,1,7599.3,,2,Summer,Tuesday,Airbus A380,Website,1,113886.37
FL135683,,Bangkok,Hyderabad Airport,2025-04-24,1:20 PM,5:06 PM,227 min,0,2555.9,Economy,14,Summer,Thursday,Boeing 777,Website,1,30256.01
FL123563,Qatar Airways,Bangkok,Dubai,2026-02-23,15:15,22:09,6.92,0,5003.9,Economy,116,Winter,Monday,,Travel Agent,1,53437.14
FL148260,Vistara,Delhi Airport,Hyderabad Airport,2026-10-02,13:45,17:39,3h 54m,1 stop,,Economy,6,Autumn,Friday,Airbus A320,Third-Party,3,8585.03
FL183673,Qatar Airways,SYD,Dubai,2025-03-22,04:45,21:29,16h 44m,non-stop,,Premium Economy,14,Summer,Saturday,Airbus A320,Website,1,200000
FL173627,air india,HYD,Pune,2026-08-29,5:35 PM,6:45 PM,1h 11m,0,526.5,Economy,1,Monsoon,Saturday,Airbus A320,Travel Agent,2,5626.52
FL106833,Etihad Airways,BKK,Sydney Airport,2026-01-14,6:35 PM,,12h 06m,1 stop,7694.2,Economy,45,Winter,Wednesday,Boeing 787 Dreamliner,Mobile App,1,95419.78
FL129547,Etihad Airways,New York,SIN,2025-10-11,16:15,12:24 PM,20h 09m,0,15333.0,Economy,164,Autumn,Saturday,Airbus A320,Website,1,157009.76
FL161044,SpiceJet,Delhi Airport,Chennai,2026-04-28,04:30,,4h 13m,1,1818.4,Business,41,Summer,Tuesday,Airbus A320,Mobile App,4,25000
FL197647,Thai Airways,,Sydney,2025-01-03,06:55,22:09,15h 14m,1,10133.6,Economy,84,Winter,Friday,Airbus A380,Website,2,82221.53
FL161171,Lufthansa,Ahmedabad,LHR,2026-11-14,10:15,7:50 PM,9h 36m,0,,Economy,,Autumn,Saturday,Airbus A320,Third-Party,1,64843.49
FL196832,Indigo,Mumbai,Bangalore Airport,2025-03-31,00:05,01:41,,0,861.2,Economy,123,Summer,Monday,Airbus A320,Mobile App,3,4184.82
FL159404,Qatar Airways,Kolkata Airport,Doha,2025-10-16,18:50,00:22,5h 33m,non-stop,3935.3,Business,6,Autumn,Thursday,Airbus A350,Website,4,200000
FL105367,Air India,Dubai Airport,Kolkata,2025-04-20,02:30,08:49,6h 20m,,,Economy,44,Summer,Sunday,Boeing 787 Dreamliner,Mobile App,5,33996.71
FL122533,lufthansa,Kolkata,Sydney Airport,2026-06-30,6:50 AM,9:10 PM,14h 21m,1 stop,9671.3,Economy,86,Monsoon,Tuesday,Airbus A320,Mobile App,1,76651.76
FL172911,Thai Airways,Delhi,New York,2026-11-27,02:00,19:13,17h 13m,1,11943.7,,10,Autumn,Friday,Boeing 787 Dreamliner,Airport Counter,1,200000
FL174376,Emirates,LHR,Singapore Airport,2025-08-07,01:45,7:35 PM,17h 50m,,10907.1,Economy,6,Monsoon,Thursday,Boeing 787 Dreamliner,,1,137880.87
FL101132,Emirates,Bangkok,Doha,2025-06-26,1:40 AM,09:17,7h 38m,,5558.9,Economy,8,Monsoon,Thursday,Boeing 787 Dreamliner,Third-Party,3,53915.23
FL196115,Thai Airways,JFK,Frankfurt,2025-03-01,,19:24,10h 39m,1,6653.0,Economy,28,Summer,Saturday,Airbus A320,Airport Counter,,56636.03
FL163435,Singapore Airlines,Frankfurt,Doha,2026-01-26,01:00,7:41 AM,6.69,0,4828.5,Economy,3,Winter,Monday,Boeing 787 Dreamliner,Travel Agent,1,110633.7
FL148907,THAI AIRWAYS,Pune,Doha,2026-01-21,23:30,04:42,5h 13m,1 stop,2466.2,Economy,11,Winter,Wednesday,Airbus A350,Travel Agent,1,33626.63
FL169200,SpiceJet,Goa,Delhi,2026-02-05,14:15,16:46,2.52,0,1575.3,Premium Economy,4,Winter,Thursday,Airbus A320,Website,,17579.52
FL126956,qatar airways,London Airport,Goa,2026-08-14,19:10,07:47,12h 37m,1,8120.3,Economy,43,Monsoon,,Airbus A320,Mobile App,2,78906.79
FL128686,,Goa,Kolkata,2026-10-23,04:45,10:46,6.03,2,1781.1,Premium Economy,0,Autumn,Friday,Airbus A320,Website,2,17081.27
FL137481,Thai Airways,Bangkok,Bangalore,2025-03-30,07:55,2:32 PM,6h 38m,2 stops,2666.2,Premium Economy,3,Summer,Sunday,,Website,1,
FL183941,Etihad Airways,SYD,Dubai,2025-04-18,20:50,1:57 PM,17h 08m,1,12174.9,Economy,141,Summer,Friday,Airbus A350,Mobile App,2,108163.57
FL179053,Etihad Airways,Doha Airport,Frankfurt Airport,,6:25 PM,01:03,,non-stop,4787.0,Premium Economy,29,Summer,Monday,Airbus A350,Website,1,
FL188064,Thai Airways,,,2025-07-17,17:00,15:38,22h 39m,1 stop,16222.1 km,Economy,8,Monsoon,Thursday,Boeing 777,Mobile App,1,174096.83
FL191736,British Airways,Frankfurt,BLR,,18:55,09:03,14h 09m,2,7993.3 km,Premium Economy,13,Monsoon,Monday,Airbus A320,Website,3,128098.54
FL183304,Lufthansa,Doha,New York,2026-10-13,8:20 PM,1:07 PM,16h 48m,1 stop,11536.7,Economy,98,,Tuesday,Airbus A350,Travel Agent,1,81872.16
FL164348,Qatar Airways,JFK,Jaipur,2025-12-04,5:50 AM,10:40 PM,16h 51m,non-stop,12749.1,Economy,4,Winter,Thursday,Boeing 787 Dreamliner,Travel Agent,4,182919.52
FL101459,air india,Hyderabad,JAI,2025-03-02,12:00 AM,01:56,117 min,0,1128.2,Economy,31,Summer,Sunday,Airbus A320,Website,1,428009.08
FL123619,Indigo,Chennai,Delhi,,10:00,14:13,4.22,1,1802.1,Economy,13,Monsoon,Friday,Airbus A320,Third-Party,1,7605.76
FL176861,Thai Airways,DOH,,2025-09-11,17:25,02:27,9h 03m,1,5573.1,Economy,11,Monsoon,Thursday,Airbus A320,Website,1,69323.35
FL194130,Thai Airways,Goa,London Airport,2025-05-14,06:40,17:14,10.58,0,7861.7,Economy,28,Summer,Wednesday,Airbus A320,Mobile App,2,85034.68
FL195868,AirAsia India,Delhi,Mumbai,2025-01-09,11:05 PM,4:30 AM,5h 25m,2 stops,1161.2,Economy,19,Winter,Thursday,Airbus A321,Mobile App,2,5218.21
FL152795,British Airways,New York,BLR,2025-02-18,12:25 PM,07:53,19h 28m,1 stop,13836.8,Economy,10,Winter,Tuesday,Airbus A320,Mobile App,2,136390.0
FL112040,SpiceJet,Jaipur,BOM,2025-10-21,12:45 PM,2:26 PM,101 min,0,923.4,Business,4,Autumn,,ATR 72,Website,1,19304.99
FL173546,SpiceJet,Ahmedabad,Hyderabad,2025-10-31,11:05,12:45 PM,1h 41m,0,922.9,Economy,16,Autumn,,Airbus A321,Third-Party,2,5253.04
FL174260,Qatar Airways,Bangkok,Frankfurt,2025-03-18,21:20,11:34,14.24,1,9519.4,Economy,30,Summer,Tuesday,Airbus A350,Website,1,129432.63
FL183177,Vistara,Sydney Airport,Hyderabad,2026-07-30,03:45,18:51,15h 06m,2 stops,9649.6,Economy,5,Monsoon,Thursday,Airbus A380,Website,2,97100.65
FL135384,British Airways,London,Sydney Airport,2026-04-10,20:45,8:31 PM,23h 46m,1,17287.6,Economy,35,,Friday,Airbus A320,Travel Agent,two,199250.88
FL131297,,Mumbai,London,2025-06-17,09:25,20:41,677 min,1 stop,7302.2,Premium Economy,10,Monsoon,Tuesday,Airbus A350,Third-Party,6,151324.33
FL197317,Lufthansa,Pune Airport,New York,2026-05-08,1:15 PM,,18h 28m,1 stop,13037.0,Economy,11,Summer,Friday,Boeing 787 Dreamliner,Airport Counter,3,161954.51
FL195571,Singapore Airlines,New York Airport,Frankfurt,2026-10-13,18:25,4:26 AM,10h 02m,1 stop,6261.7,Economy,10,Autumn,Tuesday,Boeing 787 Dreamliner,Website,4,97135.94
FL144230,Singapore Airlines,Bangkok,Frankfurt,2026-03-30,8:10 PM,09:30,13h 21m,1 stop,9048.3,Economy,32,Summer,Monday,Airbus A350,Website,2,113680.24
FL174531,Etihad Airways,SIN,Jaipur,,05:40,11:48,6.15,0,,Economy,64,Winter,Sunday,Boeing 777,Mobile App,1,50601.45
FL178774,Emirates,Doha Airport,Pune,2026-11-11,5:50 PM,10:37 PM,4h 47m,1,2507.9,Economy,7,,Wednesday,,Website,2,27220.47
FL184442,Vistara,GOI,,2025-09-09,04:35,,2h 38m,1,496.6,Premium Economy,14,Monsoon,Tuesday,Airbus A320,Airport Counter,1,3589.53
FL135298,Singapore Airlines,DEL,Frankfurt,2025-09-10,04:20,13:46,9.44,1,6122.9,Economy,16,Monsoon,Wednesday,Airbus A380,Airport Counter,1,56822.9
FL158677,Air India,Kolkata,Jaipur,2025-05-18,21:30,11:47 PM,,0,1391.8,Economy,31,Summer,Sunday,Boeing 737,Website,3,"Rs. 8,929.50"
FL129939,AirAsia India,Jaipur,Bangalore,2026-02-13,23:55,4:09 AM,4h 14m,1,1634.6,Economy,13,Winter,Friday,,Mobile App,2,8712.26
FL130475,Qatar Airways,Kolkata,Bangkok,2025-07-26,1:45 PM,17:28,3h 43m,1,1665.0,Premium Economy,132,,Saturday,Airbus A350,Travel Agent,3,25263.51
FL169053,Qatar Airways,New York,Bangalore,2025-08-02,8:50 PM,2:51 PM,18h 01m,0,13664.9,Economy,1,Monsoon,Saturday,,Mobile App,1,200000
FL114468,GoFirst,Kolkata,Bangalore,,20:55,23:31,2.61,non-stop,1647.6,Economy,20,Monsoon,Monday,Boeing 737,Mobile App,3,7437.93
FL139532,Air India,Mumbai,,2025-03-14,10:00,13:03,3.05,1,901.9,Economy,42,Summer,Friday,ATR 72,Mobile App,1,4218.21
FL169884,THAI AIRWAYS,Sydney,Mumbai,2025-08-06,1:15 AM,16:08,14h 53m,1,10420.5,Premium Economy,121,Monsoon,Wednesday,Airbus A380,Website,1,95673.31
FL139770,Indigo,Kolkata Airport,Delhi,2026-11-09,13:15,3:25 PM,2h 11m,0,1311.2,Economy,24,Autumn,Monday,Airbus A320,Travel Agent,3,6922.75
FL161632,Etihad Airways,GOI,Singapore,2025-10-21,11:50,8:12 PM,8h 23m,2,3715.4,Economy,72,Autumn,Tuesday,Airbus A350,Mobile App,1,28266.04
FL102071,Indigo,DEL,Jaipur,2026-01-05,13:00,1:49 PM,0h 49m,0,248.7,Business,8,Winter,Monday,,Third-Party,2,4831.08
FL147470,Indigo,MAA,Pune,2025-12-17,17:10,6:53 PM,1h 43m,0,951.7,Economy,82,Winter,Wednesday,Airbus A320,Website,1,2694.59
FL104240,Vistara,Singapore,Sydney,2025-04-03,08:55,18:44,9h 50m,1,6359.4,Economy,174,Summer,Thursday,Airbus A320,Website,1,60663.58
FL145145,,BKK,Dubai Airport,2026-12-29,07:45,4:02 PM,498 min,1 stop,4894.1,Economy,1,Winter,Tuesday,Airbus A320,Travel Agent,2,85821.29
FL160139,,London,,2026-11-13,14:05,23:48,9h 44m,0,7195.8,Economy,38,Autumn,Friday,Airbus A320,Website,1,67991.08
FL131910,British Airways,LHR,Bangkok,2025-09-17,23:05,13:53,14h 48m,1 stop,10108.2,Economy,10,Monsoon,Wednesday,,Travel Agent,2,117080.75
FL174693,Lufthansa,Frankfurt,Singapore Airport,2026-05-16,12:10 PM,03:42,15h 32m,1 stop,10361.4,Economy,0,Summer,Saturday,Airbus A350,,2,158494.9
FL104333,AirAsia India,,PNQ,2025-08-20,10:40 PM,00:24,1h 45m,non-stop,969.0,Economy,9,Monsoon,Wednesday,ATR 72,Website,3,
FL157379,Thai Airways,New York,Doha,2026-08-27,11:30 AM,,15h 43m,1 stop,10996.2,Economy,3,Monsoon,Thursday,Airbus A350,,1,171410.84
FL128179,GoFirst,,Delhi,2026-02-04,02:10,04:38,2h 29m,0,1540.9,Economy,,Winter,Wednesday,Airbus A321,Travel Agent,1,"Rs. 11,498.89"
FL170616,SpiceJet,Jaipur,MAA,2026-06-07,11:40,15:28,228 min,1,1676.1,Economy,41,Monsoon,Sunday,Airbus A320,Website,1,6124.79
FL190857,Qatar Airways,Dubai,,2025-05-10,10:50 PM,03:12,4h 23m,0,,Economy,10,,,Airbus A380,,2,42478.49
FL169545,Etihad Airways,Doha,Hyderabad Airport,2026-12-18,,8:30 AM,4h 16m,0,,Economy,4,Winter,Friday,Airbus A320,Website,1,49434.1
FL167674,SpiceJet,Ahmedabad,Jaipur,2026-11-16,20:05,22:38,154 min,1 stop,568.0,Economy,11,Autumn,Monday,Boeing 737,Third-Party,2,2670.23
FL146352,Qatar Airways,Kolkata,Sydney,2025-12-20,00:35,4:09 PM,15.58,2,9394.6,,1,Winter,Saturday,Airbus A380,Third-Party,2,200000
FL160749,AirAsia India,Pune,Kolkata,2026-07-30,4:20 PM,20:42,263 min,1,1656.7,Economy,12,Monsoon,Thursday,Airbus A321,Travel Agent,2,7590.51
FL171800,Qatar Airways,Mumbai,Dubai,2025-08-22,20:20,11:22 PM,3.04,0,1979.9,Economy,111 days,Monsoon,Friday,Airbus A380,Mobile App,2,22545.14
FL183927,GoFirst,Chennai,Mumbai,2025-03-16,1:30 AM,04:39,3.16,1 stop,1100.7,Business,4,Summer,Sunday,ATR 72,Website,3,21070.67
FL125043,lufthansa,Jaipur,Doha,2025-07-13,03:30,8:38 AM,5h 08m,1,2456.2,Economy,81,Monsoon,Sunday,Airbus A350,Website,1,24534.82
FL127472,Air India,Hyderabad,Delhi Airport,2025-09-21,20:45,01:33,289 min,2 stops,1349.8,Economy,,Monsoon,Sunday,ATR 72,,1,10244.55
FL196688,British Airways,Pune,Sydney,,16:40,06:29,13h 50m,,10396.8,Business,11,,Sunday,Airbus A320,Website,1,200000
FL111065,Singapore Airlines,New York,Chennai,2026-09-08,2:15 PM,09:31,19h 16m,1,13564.7,Economy,119,Monsoon,Tuesday,Boeing 777,Travel Agent,1,936329.59
FL120561,British Airways,,Dubai,2026-02-12,13:10,9:01 PM,7h 52m,non-stop,5744.4,Economy,89,Winter,Thursday,Boeing 777,Third-Party,1,47600.98
FL112998,British Airways,SIN,Frankfurt,2026-02-28,10:55,03:17,,2,10334.3,Economy,25,Winter,Saturday,Airbus A320,,1,97108.91
FL179398,,Pune Airport,Mumbai,2025-02-03,3:40 AM,04:25,0h 45m,non-stop,150,Economy,44,Winter,Monday,ATR 72,Airport Counter,3,2000
FL146764,Etihad Airways,Kolkata,Frankfurt,2025-07-18,17:45,6:37 AM,12h 53m,2,7480.2,Economy,85,Monsoon,Friday,Boeing 777,Mobile App,2,83045.84
FL110520,British Airways,Mumbai,London,2026-09-12,6:15 PM,06:06,712 min,2,7289.1,Economy,31,Monsoon,Saturday,Boeing 787 Dreamliner,Mobile App,6,45999.01
FL137625,British Airways,New York Airport,Delhi Airport,2025-01-25,23:35,,18h 24m,2 stops,12320.5,Business,20,Winter,Saturday,Airbus A380,Website,1,200000
FL102626,British Airways,London,Bangalore,2025-08-06,12:40,1:16 AM,12h 37m,1 stop,8235.5,Economy,32,Monsoon,Wednesday,Airbus A380,Third-Party,2,60919.27
FL179303,Thai Airways,Ahmedabad,Bangkok,2026-11-28,08:00,14:16,6.27,1,3181.2,Premium Economy,28,Autumn,Saturday,Boeing 777,Mobile App,4,40138.81
FL189062,Etihad Airways,Singapore,DXB,2025-10-21,00:20,08:22,482 min,0,5877.0,Economy,151,Autumn,Tuesday,Boeing 787 Dreamliner,Travel Agent,,"Rs. 54,320.70"
FL184605,Thai Airways,Goa,Bangkok,2025-10-09,10:10 PM,2:28 AM,258 min,0,2967.5,Economy,33,Autumn,Thursday,Airbus A350,Mobile App,1,32490.8
FL188718,Air India,Hyderabad,Ahmedabad,2025-12-12,14:25,16:04,1h 40m,0,906.7,Economy,33,Winter,Friday,Boeing 737,Travel Agent,1,5625.73
FL131019,British Airways,Jaipur,SIN,2026-02-16,13:35,19:24,5h 49m,0,4149.1,Business,3,Winter,Monday,Airbus A350,Mobile App,4,200000
FL157074,Singapore Airlines,HYD,Doha,2025-03-12,5:25 AM,9:50 AM,266 min,0,3064.9,Economy,12,Summer,Wednesday,Airbus A380,Airport Counter,2,43830.08
FL118626,AirAsia India,Bangalore,HYD,2026-10-15,1:05 PM,15:43,2.65,1,504.0,Economy,18,Autumn,Thursday,Boeing 737,Website,1,"Rs. 2,173.79"
FL151099,Singapore Airlines,New York,London Airport,2026-12-30,02:05,11:25 AM,9h 21m,1,5944.7,Business,31,Winter,Wednesday,Airbus A320,Travel Agent,2,164943.64
FL162980,Indigo,Hyderabad,Delhi,2026-01-30,,20:08,2.22,non-stop,1343.0,Economy,155,Winter,Friday,ATR 72,Mobile App,2,4701.53
FL182726,Air India,Delhi,GOI,2026-02-15,11:50 AM,3:44 PM,3h 55m,1 stop,1628.6,Economy,26,Winter,Sunday,ATR 72,Website,one,10201.92
FL150842,British Airways,Delhi,,2025-02-13,12:30,18:41,6h 11m,0,4438.3,Economy,37,Winter,Thursday,Airbus A380,Travel Agent,4,49209.0
FL188323,ETIHAD AIRWAYS,Dubai,AMD,2026-01-05,8:35 AM,12:57 PM,4h 23m,1,1877.6,Economy,25,Winter,Monday,Boeing 777,Mobile App,1,21814.52
FL150209,AIR INDIA,Kolkata,Bangalore,2025-01-21,11:20,3:11 PM,3h 52m,1 stop,1632.4,Economy,1,Winter,Tuesday,Airbus A321,Mobile App,1,18824.28
FL169195,AirAsia India,Delhi,Hyderabad,2026-02-09,8:20 PM,10:30 PM,2h 11m,non-stop,1308.6,Economy,23,Winter,Monday,ATR 72,Mobile App,1,8269.61
FL131117,SpiceJet,Hyderabad Airport,Delhi Airport,2025-03-26,,9:15 PM,130 min,0,1300.1,Economy,4,Summer,Wednesday,ATR 72,Website,4,11733.67
FL110619,Etihad Airways,Singapore,Delhi,2026-06-28,09:20,15:25,6h 05m,0,4358.4,Premium Economy,52,Monsoon,Sunday,Boeing 787 Dreamliner,Website,3,64741.25
FL126064,Thai Airways,New York Airport,Goa,2025-05-01,,11:56 AM,19h 01m,1,13520.4,Economy,12,Summer,Thursday,Airbus A320,Website,1,
FL149284,airasia india,Bangalore,Goa,2026-09-12,18:20,19:28,1.14,0,502.4 km,Economy,25,Monsoon,Saturday,Boeing 737,Travel Agent,1,2807.2
FL100939,Etihad Airways,Mumbai,FRA,2026-12-30,02:50,1:58 PM,11h 09m,1 stop,7062.2,Business,35,Winter,Wednesday,Airbus A320,Mobile App,1,189294.78
FL153135,AirAsia India,Hyderabad,Ahmedabad,2026-01-02,1:20 AM,03:00,101 min,non-stop,918.3,Economy,1,Winter,Friday,Airbus A320,,4,
FL101875,Etihad Airways,Bangkok Airport,Hyderabad,2026-04-07,,,4.72,1,2462.3,Economy,155,Summer,Tuesday,Airbus A320,Airport Counter,2,20554.96
FL130953,Air India,Dubai,Goa,2025-04-13,6:10 AM,11:20 AM,5h 10m,1,2302.5,Economy,44,Summer,Sunday,Boeing 777,,1,18676.53
FL116857,,Ahmedabad,Goa,2026-03-14,06:35,08:14,1h 39m,non-stop,902.5,Economy,17,Summer,Saturday,Airbus A320,,5,7097.62
FL100053,Qatar Airways,,New York,2026-01-07,03:50,00:15,20.43,2 stops,13636.7,Economy,159,Winter,Wednesday,Boeing 787 Dreamliner,Mobile App,6,90408.91
FL102207,INDIGO,Jaipur,PNQ,2026-06-18,11:50,3:20 PM,3.51,1 stop,1014.5,Economy,1,Monsoon,Thursday,Boeing 737,Travel Agent,1,5388.7
FL138545,air india,,Goa,2026-12-19,11:35 AM,,0h 58m,0,370.1,Economy,11,Winter,Saturday,Airbus A321,Website,,2966.86
FL145629,Lufthansa,Bangkok,Chennai Airport,2026-04-22,05:00,9:31 AM,4h 32m,1 stop,,Premium Economy,3,Summer,Wednesday,Boeing 787 Dreamliner,Third-Party,6,66214.88
FL119639,indigo,Goa,CCU,2025-02-17,15:05,19:02,3h 57m,1,1829.4,Economy,5,Winter,Monday,Airbus A320,Website,1,9214.4
FL144965,Air India,Ahmedabad,Kolkata,2025-02-28,1:10 PM,15:49,,,1685.0,Premium Economy,99,Winter,Friday,,Travel Agent,2,16935.41
